0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.8444961222870403,0.8438809617028941,0.8483702216147099,0.861739736396237,0.8839773526604012,0.8678971124722842,0.8306813177882376,0.8088201963912379,0.8058247070618832,0.8054826425151774,0.7958695128735046,0.7743056454574043,0.7814836646364999,0.7970626927291228,0.7788974868164457,0.7148899021082097,0.645570912378994,0.5751267970331376,0.5042663483183302,0.430004934419299,0.3585771712904101,0.2869829231668747,0.21695515285575495,0.16474823632342628,0.19881212222627942,0.26942869200530506,0.3444844866047171,0.4223519265801149,0.4962570129477294,0.5695402535483373,0.646073695384278,0.7172839483161736,0.7882714833518146,0.83117436991248,0.8369361312060014,0.8283028746692834,0.8362727637856039,0.8564976746965741,0.8663825532643213,0.833777157986786,0.7988079190114475,0.7755976835104931,0.7676359665988065,0.7601954878163429,0.7423138877612175,0.7129660577788516,0.7118452005229531,0.7151354931375266,0.6860261456307842,0.6293937944123124,0.5680840299373634,0.4972152166941276,0.4269071824045402,0.35522045105264144,0.28125037870677383,0.20842544819815378,0.13066840064506047,0.05555129942568937,0.0,0.025297835050027362,0.09610411128967056,0.16999206256623567,0.2478873305028665,0.32436337899247725,0.39575706643353203,0.47283061014132766,0.5486964869148626,0.6202162626555964,0.6926699350267783,0.7620616688326945,0.8284674648103835,0.8734360147950325,0.894399845170963,0.9097643241875785,0.9288642013576635,0.9566439117369067,0.9685956928576057,0.9345600964670778,0.897837952696204,0.8730938288708202,0.8630636174326839,0.8597067154185972,0.8427809842112365,0.821997738293809,0.8232372785640224,0.8336656975590079,0.8065961550735269,0.7427466511529247,0.6740277119255497,0.6039540679046934,0.527482355414541,0.44967646202561606,0.3787587006512435,0.3183776146551037,0.24967243963273977,0.178262953074521,0.13280096354357274,0.173883298635913,0.24787651284531365,0.31990839696411866,0.39750419321067587,0.474666858541131,0.5460903517870072,0.6223608911788533,0.696107068936752,0.7694332452370399,0.8351458130095569,0.8468055518595744,0.8420593180453934,0.842490127771992,0.8516057493874559,0.8451059137205924,0.8085359236791726,0.7809279435611763,0.7650569859092816,0.7656938873177844,0.7972809330615601,0.8118379968595243,0.7945149245865658,0.7962546894512686,0.815132870840601,0.8239035441634784,0.7688297528951534,0.6957042052578476,0.622527235973619,0.5495028642880991,0.47832467565228776,0.40653979232222837,0.33401269681093015,0.26304308940388144,0.19940045501009163,0.20381792394581422,0.2691666553237563,0.3461444852720762,0.41808845303358744,0.4935543526860743,0.5715228847029555,0.6495120333214587,0.7270140351956896,0.7986245296185942,0.8532892736170591,0.8192788439120814,0.7471162825804035,0.6745158769561751,0.6132772471890447,0.5524135816688499,0.4902063414454473,0.4522908680594827,0.5056691180535614,0.5768272148942276,0.6503134024873424,0.7190286706003673,0.7871316954439015,0.8489463161691339,0.8634872921558542,0.8366536662911942,0.8185490489496446,0.830440470811388,0.8482476392852857,0.8249335663790519,0.7906926989931627,0.7933338919587732,0.8138306796377003,0.84875107060718,0.8811620376880885,0.8786843724984649,0.8652470992383011,0.8638805798961432,0.8696542822965377,0.8669781713129704,0.8229914682332565,0.75130832751133,0.6796964884609328,0.6027001757195133,0.5306882357773263,0.4581601402003289,0.4441249339445942,0.5127479766661868,0.5844062573711043,0.6545925043967858,0.7233015002649271,0.7852425056437465,0.8414350844078514,0.861501723832036,0.8544836365621303,0.847213468722028,0.8701438966836027,0.8832863428094583,0.890554323163642,0.9043652536473236,0.9350369163535813,0.9738520357027641,1.0,0.9902952409543172,0.9611720136253724,0.9412066382319738,0.9237072553324882,0.9107899728998384,0.8720086407814093,0.8156208334879332,0.7507477142540065,0.6808455639012126,0.6073265568667411,0.5351150970752466,0.4585623109911171,0.38724656280647707,0.31935539138744884,0.33303112542849445,0.40302037347280606,0.4748749531509536,0.552108658387728,0.6239414736006293,0.6896909586564973,0.7328757669859266,0.7448222878151202,0.7395317560799909,0.7527947598494423,0.778209529353605,0.7887897583363762,0.7943155505548761,0.8112646034262428,0.8402759110164245,0.8800175804396692,0.9022298970580666,0.884111297574382,0.865816711390967,0.8582313189826859,0.8628750778543276,0.8564473396920774,0.8180839016431688,0.7485474192373583,0.6773356165858523,0.6006983672472325,0.5227234737693104,0.4506998300520214,0.4544039587248828,0.5231534859672263,0.5937149739894027,0.6632704021235188,0.7334430645004401,0.7989969600367804,0.825935894886762,0.8207536996418562,0.8009400777777965,0.8129101023274369,0.8267225088796905,0.8274568231656553,0.8289376367195266,0.8485392444049425,0.8827233317438533,0.9117394947632652,0.9018315130697346,0.8783024192586301,0.8726311831187262,0.8725517597217066
